log2FoldChange	SYMBOL	GENENAME	baseMean	padj	Row.names
1.2846913759329739	PHF7	PHD finger protein 7	27.419831499027023	0.00873947932142454	ENSG00000010318
-1.0846176098105644	DCN	decorin	11198.551409274778	2.0210539660036798e-52	ENSG00000011465
1.5608576385268813	CYP24A1	cytochrome P450 family 24 subfamily A member 1	445.51597195988575	2.7263121830900365e-6	ENSG00000019186
1.3273070943057395	LAMP3	lysosomal associated membrane protein 3	52.59807538253191	5.625987503453152e-5	ENSG00000078081
1.063478189713274	EDN1	endothelin 1	168.46211896865978	2.3920030424217235e-7	ENSG00000078401
-1.143025257797763	COL19A1	collagen type XIX alpha 1 chain	414.4322150780051	1.7106253956731113e-22	ENSG00000082293
-1.3269918720864977	WNT11	Wnt family member 11	51.61218266269785	4.478949452609996e-5	ENSG00000085741
1.916520654063376	PHGDH	phosphoglycerate dehydrogenase	446.0101913826321	2.3848702414510264e-48	ENSG00000092621
1.2136300950599053	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	226.3093198199822	1.0778576056458421e-10	ENSG00000100889
2.1734106195698226	R3HDML	R3H domain containing like	29.301287769073994	2.2911939016460757e-5	ENSG00000101074
1.7176633675019584	TRIB3	tribbles pseudokinase 3	176.35744923647337	1.0423600075070937e-20	ENSG00000101255
1.8390899777898233	SLC7A5	solute carrier family 7 member 5	2419.931906344428	1.716621861295803e-27	ENSG00000103257
1.1331057359512386	IL21R	interleukin 21 receptor	97.98742174784974	1.6680014972576855e-5	ENSG00000103522
-1.1302552173514009	NEFM	neurofilament medium	6079.416334243502	2.0285981521062954e-56	ENSG00000104722
1.3128777181287983	KCNN4	potassium calcium-activated channel subfamily N member 4	50.32260582411498	1.9177951435425057e-4	ENSG00000104783
-1.0174995621546898	SLC17A7	solute carrier family 17 member 7	135.43010320108272	2.2662151764760928e-7	ENSG00000104888
-1.823112619148352	CXCL12	C-X-C motif chemokine ligand 12	101.48758837283714	1.3374186182448028e-16	ENSG00000107562
-1.132195671083905	DKK1	dickkopf WNT signaling pathway inhibitor 1	76.19446731882354	1.1713769640686283e-5	ENSG00000107984
-1.041056173900487	MGP	matrix Gla protein	340.5848589146463	2.3024197356924083e-11	ENSG00000111341
-1.0067804306366908	B3GAT2	beta-1,3-glucuronyltransferase 2	57.90422589454762	0.0032289242938563336	ENSG00000112309
-1.2734239290463347	CLIC5	chloride intracellular channel 5	972.6995502665372	1.4305368873995617e-35	ENSG00000112782
1.1974965621253582	STC2	stanniocalcin 2	208.12587278702887	2.8393667056365545e-12	ENSG00000113739
-1.0339995250293301	RBP2	retinol binding protein 2	28.218651887407717	0.043627931927377336	ENSG00000114113
-1.0729937235276248	BCHE	butyrylcholinesterase	54.86826738544029	0.004547347557339688	ENSG00000114200
-1.1672215096608878	TACR1	tachykinin receptor 1	54.31324000186886	2.0895790602197013e-4	ENSG00000115353
1.0184517459972389	WNT6	Wnt family member 6	47.00781466903241	0.009533598095745997	ENSG00000115596
-1.4637558609507455	MYB	MYB proto-oncogene, transcription factor	53.485983220603124	5.074180410962736e-6	ENSG00000118513
1.1807578025386885	CSTA	cystatin A	22.54519073161865	0.0455913177598371	ENSG00000121552
-1.150678395114065	PTGFR	prostaglandin F receptor	122.88026722668162	2.0359993352297364e-8	ENSG00000122420
4.061139288356016	VAMP7	vesicle associated membrane protein 7	47.75714290240226	0.02850300946552975	ENSG00000124333
-1.4469621842262634	COL21A1	collagen type XXI alpha 1 chain	41.151359271635854	6.307879003466434e-4	ENSG00000124749
-1.068434048073633	PCSK2	proprotein convertase subtilisin/kexin type 2	81.07279143215959	2.6504353446902694e-4	ENSG00000125851
2.7556704197836543	ADM2	adrenomedullin 2	46.39360751331658	1.6851161911170603e-11	ENSG00000128165
1.5093400289110679	CPA4	carboxypeptidase A4	20.89852611586053	0.02008815566202032	ENSG00000128510
-1.0680023663849032	DOCK4	dedicator of cytokinesis 4	96.3637892074018	3.898699107225025e-6	ENSG00000128512
2.2740247256390207	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	172.82403092606603	4.088178876794229e-28	ENSG00000128965
1.0857038157231547	ART1	ADP-ribosyltransferase 1	42.49399482889069	0.011359993754872571	ENSG00000129744
-1.0609110426614605	POSTN	periostin	227.39776050075582	3.267618060860875e-13	ENSG00000133110
1.4860068620469393	PSAT1	phosphoserine aminotransferase 1	1721.8103551338424	1.961934882170144e-15	ENSG00000135069
1.2297360047714998	ALDH1L2	aldehyde dehydrogenase 1 family member L2	140.9433152086688	1.3746887006394467e-9	ENSG00000136010
-1.0943895607434424	ARHGAP20	Rho GTPase activating protein 20	61.82015273723053	4.23214157659305e-4	ENSG00000137727
-1.7472193914068748	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit	28.92118749975948	1.3591345483709706e-4	ENSG00000138435
-1.4460091248245606	FRAS1	Fraser extracellular matrix complex subunit 1	191.25860008154513	3.975745979950189e-18	ENSG00000138759
1.6765283126883312	INHBE	inhibin subunit beta E	34.183357628656694	8.650418886358547e-4	ENSG00000139269
1.4283048652482107	WARS1	tryptophanyl-tRNA synthetase 1	5639.287456286882	1.9298465193215838e-24	ENSG00000140105
-1.0452135759019907	ITGA10	integrin subunit alpha 10	133.05476674848504	4.935155282954003e-7	ENSG00000143127
-1.4297348505086795	DPT	dermatopontin	22.518469592894167	0.01312200250807505	ENSG00000143196
-1.2866566444875949	OSR1	odd-skipped related transcription factor 1	276.91483299648763	1.3869610366395455e-20	ENSG00000143867
1.2410697497159104	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	30.54180250209656	0.011060205728944582	ENSG00000145536
-1.1982011374994914	LIX1	limb and CNS expressed 1	146.65405044259404	7.321755146906279e-11	ENSG00000145721
1.045864105843356	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	43.13154367698962	0.005961516445852588	ENSG00000145936
2.1059486981425426	IGFBP3	insulin like growth factor binding protein 3	1165.4418400575921	8.97702739021488e-18	ENSG00000146674
1.660480937297149	ANKRD1	ankyrin repeat domain 1	233.77999374933827	2.041505073760658e-26	ENSG00000148677
-1.2889921295409488	ADGRL3	adhesion G protein-coupled receptor L3	130.11355601550548	6.696981894465094e-8	ENSG00000150471
-1.1040153225571339	FGD5	FYVE, RhoGEF and PH domain containing 5	158.21665830931246	8.182296899866904e-9	ENSG00000154783
1.5191360304412829	HKDC1	hexokinase domain containing 1	54.30584137963456	1.8422460214407874e-5	ENSG00000156510
-1.2494971213046995	VCAM1	vascular cell adhesion molecule 1	22.65313012658405	0.042422834265266995	ENSG00000162692
-1.051591574682516	SERPINI1	serpin family I member 1	709.9197229591407	2.7806644583488075e-26	ENSG00000163536
-1.5756536166409048	SPRY1	sprouty RTK signaling antagonist 1	211.0712765649507	1.7707278721296345e-20	ENSG00000164056
-1.0934652419838888	HPGD	15-hydroxyprostaglandin dehydrogenase	128.3190012747196	1.1816757313480179e-6	ENSG00000164120
-1.0056559910049465	RANBP3L	RAN binding protein 3 like	42.14945728473245	0.008842073066315532	ENSG00000164188
2.586499070846429	BEST1	bestrophin 1	20.974510916371262	2.2911939016460757e-5	ENSG00000167995
-1.110277911308651	COL3A1	collagen type III alpha 1 chain	102.49044940645459	1.2475319336395186e-6	ENSG00000168542
-1.048678781823999	ZBBX	zinc finger B-box domain containing	65.6965122663657	3.9222547009920333e-4	ENSG00000169064
1.0518583287153844	SCG2	secretogranin II	208.7803307973512	2.2977711327804268e-8	ENSG00000171951
-1.0895234228242356	CLEC7A	C-type lectin domain containing 7A	33.19666498634429	0.0187453586809725	ENSG00000172243
-1.0034193921862644	GAS1	growth arrest specific 1	695.4487976140248	8.500726802908e-28	ENSG00000180447
-1.2461909624421668	SHISA2	shisa family member 2	35.69699831615245	0.0025216308427153493	ENSG00000180730
-1.48635243692432	PCP4	Purkinje cell protein 4	49.73191340319901	3.7809692695384623e-6	ENSG00000183036
-1.0946027755225158	FLRT2	fibronectin leucine rich transmembrane protein 2	102.61618079669141	8.858897636317538e-6	ENSG00000185070
1.869574296957155	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	21.877731417434337	0.0011167041758533252	ENSG00000185633
1.34296288172382	RTN4RL2	reticulon 4 receptor like 2	22.09236172786772	0.015439760467623367	ENSG00000186907
1.121050589508236	CCK	cholecystokinin	57.10906917447616	3.6447446014522546e-4	ENSG00000187094
