log2FoldChange,SYMBOL,GENENAME,baseMean,padj,Row.names
0.06989559786116373,TSPAN6,tetraspanin 6,662.6343735367896,0.7574412132249135,ENSG00000000003
-0.1326413316768668,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",1228.2387945512025,0.38901107693191916,ENSG00000000419
-0.05014880751681768,SCYL3,SCY1 like pseudokinase 3,222.03629044476847,0.9069526021704287,ENSG00000000457
-0.21532139010724363,C1orf112,chromosome 1 open reading frame 112,328.8842755382577,0.2543681674799996,ENSG00000000460
-0.7296552537315373,CFH,complement factor H,78.1590192420885,0.009939048896058171,ENSG00000000971
-0.004371317155814342,FUCA2,alpha-L-fucosidase 2,1562.4799767044508,0.9856283072799994,ENSG00000001036
-0.15183597742079752,GCLC,glutamate-cysteine ligase catalytic subunit,1507.1178608824307,0.1298884318488212,ENSG00000001084
-0.16252893576167987,NFYA,nuclear transcription factor Y subunit alpha,1797.9832888734707,0.05414317555869313,ENSG00000001167
0.27676077891453793,STPG1,sperm tail PG-rich repeat containing 1,94.41712471251509,0.5041346504783225,ENSG00000001460
0.1280362918611306,NIPAL3,NIPA like domain containing 3,796.8226802838298,0.401623880939693,ENSG00000001461
0.10874073674323378,LAS1L,LAS1 like ribosome biogenesis factor,1385.3276277715195,0.37336029110210284,ENSG00000001497
-0.2161349981081554,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,1123.8839759623095,0.01657952881043438,ENSG00000001561
0.08075500869347015,SEMA3F,semaphorin 3F,30.585876042309092,0.9474222195259616,ENSG00000001617
-0.04590827583350451,ANKIB1,ankyrin repeat and IBR domain containing 1,1688.8840003618134,0.802277168634898,ENSG00000001629
-0.3505112225673905,CYP51A1,cytochrome P450 family 51 subfamily A member 1,67.59171586557866,0.4662275351585971,ENSG00000001630
-0.046837513303367925,KRIT1,KRIT1 ankyrin repeat containing,234.34448628858763,0.9112528763821642,ENSG00000001631
0.08267065431472116,RAD52,"RAD52 homolog, DNA repair protein",191.18684776617317,0.8592027205053376,ENSG00000002016
0.033806511486275496,BAD,BCL2 associated agonist of cell death,344.84425185146023,0.9272766624198635,ENSG00000002330
-0.08375871664664686,LAP3,leucine aminopeptidase 3,2308.7366799207375,0.5133304518917384,ENSG00000002549
-0.01663683594993929,CD99,CD99 molecule (Xg blood group),3181.5460193899194,0.9437988462236457,ENSG00000002586
-0.33531382359348233,AOC1,amine oxidase copper containing 1,63.51356191585302,0.5024545904923293,ENSG00000002726
0.23668407443824363,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",1933.6054594405066,0.009937024646569327,ENSG00000002746
0.3276477382025913,MAD1L1,mitotic arrest deficient 1 like 1,44.78723295978821,0.6581139407737907,ENSG00000002822
-0.024070523999521087,LASP1,LIM and SH3 protein 1,6411.955169937378,0.877194869051651,ENSG00000002834
0.0831913706871701,SNX11,sorting nexin 11,707.2104287002039,0.681437297639251,ENSG00000002919
0.7609564988178404,TMEM176A,transmembrane protein 176A,123.47974008421025,2.7236816014197584e-4,ENSG00000002933
0.029014602503986957,M6PR,"mannose-6-phosphate receptor, cation dependent",3064.9498509390874,0.8754997868251969,ENSG00000003056
-0.2976694097720114,KLHL13,kelch like family member 13,267.7307626764938,0.15444654483710915,ENSG00000003096
-0.3010196684944705,CYP26B1,cytochrome P450 family 26 subfamily B member 1,41.63639129409407,0.6737768797527314,ENSG00000003137
0.19455745069003633,ICA1,islet cell autoantigen 1,329.4667389138131,0.33059843717551685,ENSG00000003147
-0.15703607988668825,DBNDD1,dysbindin domain containing 1,455.61800343142914,0.3997936009870391,ENSG00000003249
-0.10577227944073941,ALS2,alsin Rho guanine nucleotide exchange factor ALS2,1306.7690279288495,0.40061344729327136,ENSG00000003393
-0.2703114179511355,CASP10,caspase 10,20.76905076912219,0.82438277020638,ENSG00000003400
0.13627904681157577,CFLAR,CASP8 and FADD like apoptosis regulator,1184.5529957916663,0.2974631143060976,ENSG00000003402
-0.13357723480630876,TFPI,tissue factor pathway inhibitor,233.11278139430078,0.7224163151495713,ENSG00000003436
-0.040464528553682017,NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7,330.2551485124212,0.9140146781915112,ENSG00000003509
0.0320639727404665,RBM5,RNA binding motif protein 5,1138.936297375858,0.887401239241642,ENSG00000003756
-0.19976027595697998,MTMR7,myotubularin related protein 7,32.87089790254818,0.8376247735611752,ENSG00000003987
-0.5790886646321615,SLC7A2,solute carrier family 7 member 2,324.9881248172094,3.0030013645928617e-5,ENSG00000003989
-0.08137766245603545,ARF5,ADP ribosylation factor 5,1323.7939173287878,0.5956800681483853,ENSG00000004059
-0.05727921302413633,SARM1,sterile alpha and TIR motif containing 1,171.15470733941987,0.9057267146042095,ENSG00000004139
-0.09331421446746452,POLDIP2,DNA polymerase delta interacting protein 2,2209.3434229061395,0.4135799264682305,ENSG00000004142
0.2783240000210844,PLXND1,plexin D1,647.6058583339791,0.018307333579866674,ENSG00000004399
0.045656890008934706,AK2,adenylate kinase 2,1553.5305167349866,0.8357814268708004,ENSG00000004455
0.11953340621115144,CD38,CD38 molecule,22.007147519986567,0.9349863128020829,ENSG00000004468
0.059754838514315185,FKBP4,FKBP prolyl isomerase 4,5324.257786314315,0.6378882334715744,ENSG00000004478
-0.0204020743964956,KDM1A,lysine demethylase 1A,1764.3626343453632,0.9263574068949728,ENSG00000004487
-0.048584758280702106,RBM6,RNA binding motif protein 6,927.6782023393749,0.824939177264168,ENSG00000004534
0.05808640170910095,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,124.22402526565179,0.9209741394809517,ENSG00000004660
0.05007434258265254,RECQL,RecQ like helicase,1589.5969735948827,0.7919627382977056,ENSG00000004700
-0.06746862479635701,VPS50,VPS50 subunit of EARP/GARPII complex,417.86414265410923,0.8275514808577733,ENSG00000004766
-0.053651164816884395,ARHGAP33,Rho GTPase activating protein 33,95.62442765776082,0.9400782113003929,ENSG00000004777
-0.1294105037196982,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1,1348.1703711076218,0.2758522016934523,ENSG00000004779
-0.3144169000487296,PDK4,pyruvate dehydrogenase kinase 4,224.42453928538782,0.13242068359388698,ENSG00000004799
-0.2127327880398055,SLC25A13,solute carrier family 25 member 13,1138.7573143857803,0.01695919275452005,ENSG00000004864
